Id,Id2,County,State,Total_population,Sex_ratio,Employed_pct,pct_OCC01,pct_OCC02,pct_OCC03,pct_OCC04,pct_OCC05,pct_COW01,pct_COW02,pct_COW03,pct_COW04,Median_Household_Income,BPL,Age_group_5to17,Age_group_18to34,Age_group_35to49,Age_group_50to74,Age_group_75andover,EDU01,EDU02,EDU03,TAX_P,TAX_SR,pct_Married
0500000US01033,1033,Colbert County, Alabama,54377,1.069848883,40.56126671,11.10028137,6.719752837,10.30582783,4.290416904,8.144987771,31.70090296,6.563436747,2.214171433,0.082755577,43786,13.1,15.9,19.9,18.7,25.7,7.9,13.05515199,27.21922872,13.24089229,0.035530949,0.511239551,0.553212428
0500000US01035,1035,Conecuh County, Alabama,12697,1.106337094,29.88107427,5.300464677,5.773017248,6.812632905,3.426006143,8.568953296,24.07655352,3.53626841,2.063479562,0.204772781,27609,28,16,18.3,17.1,26.1,8,15.86201465,36.47318264,6.237693943,0.035530949,0.511239551,0.539441748
0500000US01037,1037,Coosa County, Alabama,10864,1.02875817,34.49005891,6.093519882,7.971281296,6.995581738,3.939617084,9.49005891,26.41752577,6.157952872,1.914580265,0,31910,9.7,13.8,17.9,20.6,28.3,7.2,21.59425626,29.23416789,7.317746686,0.035530949,0.511239551,0.460617929
0500000US01039,1039,Covington County, Alabama,37729,1.070860091,38.27559702,10.67613772,5.783349678,8.553102388,6.066951152,7.196056084,30.25259085,5.685281879,2.242306979,0.095417318,37313,14.2,16.3,19,17.4,26.1,9.2,14.55114103,27.43512948,10.66553579,0.035530949,0.511239551,0.574655384
0500000US01041,1041,Crenshaw County, Alabama,13896,1.024770509,40.96862406,10.65054692,5.044617156,9.772596431,5.69228555,9.808578008,29.84312032,7.700057571,3.267127231,0.158318941,37557,15,16.9,19.1,18.8,24,7.2,16.91853771,29.60564191,10.51381693,0.035530949,0.511239551,0.543193958
0500000US01043,1043,Cullman County, Alabama,81316,1.02278607,39.63795563,11.25485759,6.062767475,9.490137242,5.481086133,7.349107187,32.23473855,4.817010182,2.401741355,0.184465542,39297,12,16.4,20.3,19,24.8,7,14.18294063,26.97624084,10.76294948,0.035530949,0.511239551,0.594990461
0500000US01045,1045,Dale County, Alabama,49607,1.029497198,37.28304473,10.31306066,6.063660371,9.432136594,5.188783841,6.28540327,27.9758905,7.13407382,2.134779366,0.038301046,44093,15.8,17.1,23.5,18.1,21,6.4,10.60737396,25.66573266,11.46612373,0.035530949,0.511239551,0.532122332
0500000US01047,1047,Dallas County, Alabama,41426,1.165725638,34.71008545,9.23815961,6.669724328,7.05836914,3.196060445,8.547771931,26.86477092,5.465166803,2.264278472,0.115869261,28136,27,18.8,21.2,16.8,24,6.4,15.20542654,27.34514556,9.274368754,0.035530949,0.511239551,0.427974385
0500000US01049,1049,DeKalb County, Alabama,70937,1.019041384,39.44344982,8.627373585,6.488856309,8.57803403,4.702764425,11.04642147,30.98524042,4.72531965,3.696237507,0.036652241,38248,14.3,18.6,20.4,20,24.1,6.2,20.17282941,25.69604015,7.790010855,0.035530949,0.511239551,0.550922737
0500000US01051,1051,Elmore County, Alabama,80957,1.057513915,41.20088442,13.87650234,5.924132564,10.39193646,4.293637363,6.714675692,29.43414405,9.542102598,2.199933298,0.024704473,53398,11,17.1,22.6,21,21.5,5.3,10.73285818,27.44913967,15.73798436,0.035530949,0.511239551,0.521318137
0500000US01053,1053,Escambia County, Alabama,37875,0.953326457,31.62244224,7.498349835,6.81980198,7.58019802,3.519471947,6.204620462,24.10825083,5.811221122,1.671287129,0.031683168,32334,19.7,16.3,21.5,19.8,23.4,7.1,16.469967,32.45676568,8.161056106,0.035530949,0.511239551,0.458268111
0500000US01055,1055,Etowah County, Alabama,103363,1.066970624,40.18846202,11.4896046,7.557830171,8.465311572,3.880498825,8.795216857,32.09659162,5.687721912,2.316109246,0.08803924,40478,14.2,16.4,20,19.8,23.5,7.2,13.74379614,25.09698828,11.83015199,0.035530949,0.511239551,0.527435942
0500000US01057,1057,Fayette County, Alabama,16783,1.019371917,37.04343681,9.926711553,5.874992552,7.358636716,4.462849312,9.420246678,30.39980933,5.255317881,1.316808675,0.071500924,36205,13.1,16,18.9,18.7,27.9,8,16.06983257,30.02442948,10.39742597,0.035530949,0.511239551,0.569992609
0500000US01059,1059,Franklin County, Alabama,31573,1.030026361,38.95100244,8.925347607,5.346340227,7.924492446,5.539543281,11.21527888,30.54825325,5.710575492,2.685839166,0.006334526,36138,17.1,17.6,21.2,19.4,22.9,6.5,17.99005479,27.41582998,8.447090869,0.035530949,0.511239551,0.53498447
0500000US01061,1061,Geneva County, Alabama,26765,1.04750612,38.16925089,9.348029143,6.867177284,7.711563609,7.259480665,6.983000187,28.65682795,5.78740893,3.672706893,0.052307118,36519,16.9,16.6,19.1,19,23.4,8.1,17.29123856,28.42144592,8.428918364,0.035530949,0.511239551,0.576321032
0500000US01063,1063,Greene County, Alabama,8587,1.098484848,27.35530453,5.543263072,6.067311052,6.311866775,2.31745662,7.115407011,20.36799814,5.496681029,1.490625364,0,21339,32.2,17.2,20.3,15.2,27.4,8.1,18.21357867,31.45452428,7.080470479,0.035530949,0.511239551,0.402824685
0500000US01065,1065,Hale County, Alabama,15159,1.128774049,33.24097896,8.753875585,5.475295204,8.496602678,3.812916419,6.702289069,26.27482024,5.171845109,1.794313609,0,33351,21.7,17.3,19.9,16.6,27.7,7.5,14.47984696,33.0232865,9.538887789,0.035530949,0.511239551,0.51287478
0500000US01067,1067,Henry County, Alabama,17187,1.070473437,41.01355676,13.16111014,7.38348752,8.157328213,4.561587246,7.750043638,33.07732589,5.719439111,2.187700006,0.029091755,41045,12.8,15.8,17.5,19.1,27.2,8.3,14.66224472,29.18484901,11.89270961,0.035530949,0.511239551,0.585854093
0500000US01069,1069,Houston County, Alabama,103891,1.086918967,42.16438383,13.16572177,7.721554321,11.15592303,4.274672493,5.84651221,34.40143997,5.268983839,2.371716511,0.122243505,41945,14.9,17.6,21.1,19.2,23,6.7,11.70361244,24.75479108,14.73563639,0.035530949,0.511239551,0.50711408
0500000US01071,1071,Jackson County, Alabama,52608,1.041998214,39.85135341,9.846411192,5.523874696,8.559534672,4.6875,11.23403285,30.44023723,6.421076642,2.963427616,0.026611922,38422,15.8,16.8,18.5,19.6,25.8,7.2,15.95574818,31.88298358,9.059458637,0.035530949,0.511239551,0.568530336
0500000US01073,1073,Jefferson County, Alabama,659096,1.112683551,45.1330307,17.3992863,7.667926979,11.52411788,3.324098462,5.217601078,36.7369852,6.259179239,2.058880649,0.077985605,47220,14.3,16.6,23.5,18.9,22.5,6.3,8.613161057,20.6305303,22.24046269,0.035530949,0.511239551,0.491022667
0500000US01075,1075,Lamar County, Alabama,14066,1.064582416,36.59889094,9.825110195,5.332006256,7.102232333,5.253803498,9.085738661,28.60088156,5.978956349,1.507180435,0.511872601,34298,17.7,16.6,18,18.1,24.4,9.3,18.37764823,27.1576852,9.618939286,0.035530949,0.511239551,0.636575736
0500000US01077,1077,Lauderdale County, Alabama,92641,1.093061612,42.39483598,12.64990663,7.93924936,10.34962921,4.664241535,6.791809242,33.02209605,6.618020099,2.694271435,0.060448398,43657,13.4,15.3,23,17.7,24.5,7.9,11.7107976,26.31556222,15.42837405,0.035530949,0.511239551,0.565627925
0500000US01079,1079,Lawrence County, Alabama,33433,1.054633727,37.76209135,9.367989711,5.476624892,6.628181737,5.877426495,10.41186851,30.33529746,5.087787515,2.180480364,0.158526007,42339,14.6,16.4,19.9,19.7,24.6,6.2,16.99817546,31.02623157,7.734872731,0.035530949,0.511239551,0.588857812
0500000US01081,1081,Lee County, Alabama,153947,1.024899049,46.02298194,18.57782224,7.641590937,10.57961506,3.474572418,5.749381281,34.90616901,9.170039039,1.865577114,0.081196776,45056,13.9,15.9,34.1,17.9,18.6,4,8.024839718,17.93539335,22.53178042,0.035530949,0.511239551,0.461053244
0500000US01083,1083,Limestone County, Alabama,90257,0.999224738,42.4221944,14.42879777,6.570127525,9.344427579,5.364680856,6.714160675,32.89827936,6.787285197,2.657965587,0.078664259,51115,10.6,17.4,21.1,21.4,22.5,5.5,13.44161672,24.11336517,16.4718526,0.035530949,0.511239551,0.555314534
0500000US01085,1085,Lowndes County, Alabama,10565,1.094152626,33.71509702,7.477520114,5.470894463,6.852815902,3.748225272,10.16564127,26.67297681,5.641268339,0.965451964,0.435399905,27914,23.3,16.8,21.1,16.9,24.7,7,19.45101751,28.69853289,8.480832939,0.035530949,0.511239551,0.393528969
0500000US01087,1087,Macon County, Alabama,19684,1.169753086,38.579557,11.18675066,9.200365779,7.823613087,2.987197724,7.38162975,29.35887015,7.503556188,1.625685836,0.091444828,32390,19.9,13.1,29.1,15.5,25.5,6.9,13.79292827,22.65799634,13.34078439,0.035530949,0.511239551,0.376519807
0500000US01089,1089,Madison County, Alabama,349973,1.045608908,47.86512102,22.05255834,7.280561643,10.61339018,3.051378249,4.867232615,36.22908053,9.421012478,2.112162938,0.102865078,60150,9.6,16.6,23.6,19.4,22.5,5.8,7.362282233,17.02417044,28.5553457,0.035530949,0.511239551,0.530400295
0500000US01091,1091,Marengo County, Alabama,20066,1.127212976,33.07086614,8.815907505,6.139738862,6.797568026,4.156284262,7.161367487,24.99252467,5.870626931,1.94856972,0.259144822,30713,20.6,17.1,19.5,18,25.4,8.4,12.43396791,30.20532244,10.19136848,0.035530949,0.511239551,0.487888815
0500000US01093,1093,Marion County, Alabama,30239,1.021593796,38.85379808,10.0003307,6.607361355,9.001620424,4.788518139,8.455967459,29.05519362,6.723105923,2.920070108,0.15542842,34074,15.2,16.1,18.3,19.3,28.3,8.5,16.40927279,27.13714078,9.203346672,0.035530949,0.511239551,0.620527001
0500000US01095,1095,Marshall County, Alabama,94534,1.028757216,40.58434003,11.23405336,5.971396535,9.569043942,5.397000021,8.412846172,32.01493642,5.766179364,2.750333213,0.052891023,39831,15.3,18.1,20.6,19.2,23.3,6.7,16.00059238,24.33939112,11.57467155,0.035530949,0.511239551,0.561470941
0500000US01097,1097,Mobile County, Alabama,414291,1.08924492,41.45226423,13.34496767,7.219804437,10.7682764,4.098327021,6.020888699,33.8658093,5.640238383,1.879838085,0.066378463,44263,15.6,17.4,23.3,18.3,22.9,6,11.25971841,24.79054578,15.66893802,0.035530949,0.511239551,0.497301682
0500000US01099,1099,Monroe County, Alabama,21975,1.088481277,29.45620023,7.485779295,5.779294653,5.337883959,4.354948805,6.498293515,22.56200228,5.565415245,1.328782708,0,28182,23.6,17.9,19.1,18.3,24.4,7.5,14.67576792,34.5483504,8.550625711,0.035530949,0.511239551,0.475605349
0500000US01101,1101,Montgomery County, Alabama,227392,1.110562465,44.41888897,16.28289474,8.275137208,10.91155362,2.515479876,6.433823529,32.37141148,9.945380664,2.045806361,0.056290459,45358,17,16.6,25.5,18.9,21,5.8,11.56285182,20.15462285,21.72723755,0.035530949,0.511239551,0.463946535
0500000US01103,1103,Morgan County, Alabama,119555,1.031555337,42.33616327,12.68621137,6.460624817,10.19196186,4.89565472,8.10171051,34.36744595,5.394170047,2.492576638,0.081970641,46883,13.7,17.3,20.5,19.9,23.5,6.5,13.61632721,23.77985028,15.11605537,0.035530949,0.511239551,0.556448356
0500000US01105,1105,Perry County, Alabama,9856,1.110040677,25.88271104,5.742694805,6.493506494,6.757305195,1.826298701,5.062905844,19.97767857,4.565746753,1.339285714,0,24912,29.8,16.9,22.4,18,22.2,7.1,16.88311688,29.77881494,9.090909091,0.035530949,0.511239551,0.323569669
0500000US01107,1107,Pickens County, Alabama,20042,1.029158651,34.35784852,7.524199182,5.717992216,7.713801018,4.794930646,8.606925457,26.90350264,5.518411336,1.836144097,0.09979044,31679,18.3,15.5,21.1,18.5,25.6,7.8,15.32282207,30.59574893,8.09300469,0.035530949,0.511239551,0.493706811
0500000US01109,1109,Pike County, Alabama,33277,1.097510243,43.08080656,12.8527211,7.20918352,10.97755206,3.924632629,8.116717252,33.09793551,7.686991015,2.256814016,0.039066022,33193,16.3,14.4,34.4,15,19.8,6.1,12.40496439,23.12708477,15.73759654,0.035530949,0.511239551,0.405405405
0500000US01111,1111,Randolph County, Alabama,22615,1.051247166,37.48397082,9.29913774,5.054167588,7.601149679,4.894981207,10.6345346,29.08688923,5.244306876,3.082025205,0.070749503,37496,16,16.6,18.8,18.5,24.3,8.7,18.0057484,27.63652443,11.25359275,0.035530949,0.511239551,0.574607478
0500000US01113,1113,Russell County, Alabama,58636,1.05603282,39.90381336,11.32921755,8.820519817,9.36967051,3.79800805,6.586397435,30.62794188,7.631830275,1.613343339,0.030697865,38400,16.8,17.5,25.1,18.6,20.2,5.2,13.85496964,23.42588171,11.41278396,0.035530949,0.511239551,0.506693712
0500000US01115,1115,St. Clair County, Alabama,86576,0.990344384,44.35293846,13.02670486,6.88643504,11.78502125,5.286684532,7.368092774,36.74921456,4.891655886,2.652005175,0.060062835,54042,10.3,17.1,20.4,21,22.8,5.9,12.83381076,28.55063759,11.5805766,0.035530949,0.511239551,0.58391749
0500000US01117,1117,Shelby County, Alabama,205951,1.057493656,49.86865808,21.669232,7.181319829,13.29296774,3.617365296,4.107773208,41.06704993,6.218469442,2.476802735,0.106335973,72310,5.6,18.3,21,21.8,22.5,4.9,6.727813897,16.52189113,28.83986968,0.035530949,0.511239551,0.615914858
0500000US01119,1119,Sumter County, Alabama,13285,1.165444173,32.60067746,8.867143395,9.235980429,6.661648476,1.452766278,6.383138878,23.93677079,7.165976665,1.497929996,0,20428,27.3,14.7,28.6,14.7,23.2,7.6,14.66315393,28.40045164,12.25442228,0.035530949,0.511239551,0.34682195
0500000US01121,1121,Talladega County, Alabama,81057,1.060317218,38.06333814,10.69864416,5.747807099,8.489087926,4.136595235,8.991203721,29.6458048,6.420173458,1.894962804,0.102397079,37923,16.5,16.8,20.8,19.9,24,6.4,15.73954131,27.7434398,9.353911445,0.035530949,0.511239551,0.517795709
0500000US01123,1123,Tallapoosa County, Alabama,40958,1.111781387,36.86215147,10.15430441,4.890375507,8.208408614,4.524146687,9.084916256,29.59617169,5.051516187,2.036232238,0.178231359,39395,19,16.1,19.1,17.7,26.9,7.6,16.74886469,27.6893403,12.37120953,0.035530949,0.511239551,0.544408709
0500000US01125,1125,Tuscaloosa County, Alabama,202471,1.072968712,44.57082743,15.65606926,7.948298769,9.551985223,3.889445896,7.525028276,34.01820508,8.633335144,1.874342498,0.044944708,48022,12.1,15.1,32.8,17.1,19.8,4.9,8.696060177,22.97415432,19.50600333,0.035530949,0.511239551,0.457102655
0500000US01127,1127,Walker County, Alabama,65593,1.053374656,36.27673685,9.662616438,5.941182748,8.941502904,4.997484488,6.733950269,28.94363728,5.250560273,2.013934414,0.068604882,37025,17.4,16.1,19.6,18.9,25.6,7.4,16.4453524,27.95267788,7.642583812,0.035530949,0.511239551,0.558833779
0500000US01129,1129,Washington County, Alabama,16909,1.015615687,33.37867408,6.576379443,4.961854634,6.570465433,6.629605536,8.640369034,26.02164528,5.020994737,2.24732391,0.088710154,40293,17.1,19.6,20.1,17.1,27.1,6.9,16.04470992,34.32491573,6.736057721,0.035530949,0.511239551,0.554746694
0500000US01131,1131,Wilcox County, Alabama,11119,1.073666542,26.77399047,7.392751147,5.450130407,5.243277273,1.969601583,6.718230057,19.56111161,5.944779207,1.268099649,0,24442,26.5,19.6,20.6,17.6,24.7,7.5,15.64888929,34.40956921,7.842431873,0.035530949,0.511239551,0.365959389
0500000US01133,1133,Winston County, Alabama,24013,1.032588454,37.20484737,9.170032899,5.842668555,7.854079041,4.514221463,9.823845417,28.14308916,5.638612418,3.377337276,0.04580852,33896,15.8,15.7,18.1,18.9,28,8.1,18.92724774,27.03119144,9.648940157,0.035530949,0.511239551,0.573931755
0500000US02013,2013,Aleutians East Borough, Alaska,3299,0.537995338,74.74992422,11.15489542,8.548044862,6.24431646,10.24552895,38.55713853,56.98696575,12.79175508,4.910578963,0.060624432,65926,12.4,9.6,24.1,29.1,27.2,1.9,13.82237042,38.95119733,9.669596848,0.030556794,0.035241591,0.542520492
0500000US02016,2016,Aleutians West Census Area, Alaska,5714,0.596981554,71.4560728,11.79558978,10.78053903,11.90059503,10.81554078,26.16380819,56.79033952,12.37311866,2.292614631,0,86964,5,12.3,30.1,25.3,25,1,10.11550578,35.15925796,12.44312216,0.030556794,0.035241591,0.453947368
0500000US02020,2020,Anchorage Municipality, Alaska,299321,0.960433846,51.18150748,20.58759659,9.100263597,12.04058519,4.643509811,4.809552287,37.51724737,10.71558628,2.862812833,0.085860999,80862,5.6,17.6,28,19.2,19.4,3.1,5.696225791,19.21515697,22.80561671,0.030556794,0.035241591,0.483964239
0500000US02050,2050,Bethel Census Area, Alaska,17885,0.911198974,33.77131675,11.97092536,6.334917529,8.409281521,3.187028236,3.869164104,17.59575063,15.63880347,0.53676265,0,53296,23.8,25.3,25.7,16.5,16.4,2.1,14.47581772,28.81744479,6.256639642,0.030556794,0.035241591,0.397795131
0500000US02060,2060,Bristol Bay Borough, Alaska,942,0.757462687,56.58174098,15.81740977,11.14649682,12.42038217,7.855626327,9.341825902,30.14861996,20.91295117,5.520169851,0,88000,4.3,18.1,18.7,21.7,28.3,3.1,6.475583864,27.81316348,13.37579618,0.030556794,0.035241591,0.533936652
0500000US02068,2068,Denali Borough, Alaska,2125,0.860770578,61.74117647,19.67058824,18.30588235,7.247058824,9.176470588,7.341176471,42.63529412,14.16470588,4.376470588,0.564705882,81302,2.6,12.3,28.9,22,28.5,2,4.282352941,20.37647059,30.35294118,0.030556794,0.035241591,0.465608466
0500000US02070,2070,Dillingham Census Area, Alaska,4980,0.942277691,38.81526104,16.26506024,5.602409639,8.373493976,4.37751004,4.196787149,21.62650602,15.84337349,1.345381526,0,56055,14.8,22.2,25.3,15.3,19.2,2.9,10.24096386,26.42570281,10.36144578,0.030556794,0.035241591,0.428872497
0500000US02090,2090,Fairbanks North Star Borough, Alaska,100150,0.86242422,46.93859211,17.64752871,7.92910634,10.55416875,6.199700449,4.608087868,30.84672991,14.00898652,1.985022466,0.09785322,73831,4.8,16.6,32.2,17.8,19.2,2.4,4.655017474,18.23165252,21.48876685,0.030556794,0.035241591,0.480393758
0500000US02100,2100,Haines Borough, Alaska,2528,0.769069279,53.79746835,17.99841772,10.48259494,13.09335443,5.102848101,7.120253165,35.32436709,11.51107595,6.44778481,0.514240506,53125,2.1,13.1,20.6,17.4,25.8,2.5,3.401898734,25.55379747,29.66772152,0.030556794,0.035241591,0.552810903
0500000US02105,2105,Hoonah-Angoon Census Area, Alaska,2107,0.943726937,49.64404366,16.46891315,8.732795444,9.159943047,9.729473185,5.552918842,28.85619364,13.85856668,6.929283341,0,54091,9.4,12.2,14.8,19.1,37,4,8.068343617,29.28334124,18.17750356,0.030556794,0.035241591,0.513374486
0500000US02110,2110,Juneau City and Borough, Alaska,32524,0.953628063,55.03320625,24.97232813,8.492190382,11.77899397,5.700405854,4.08928791,29.45824622,21.15668429,4.344484073,0.073791662,87436,4.2,16.3,23.8,20.2,24.4,3.1,4.393678514,18.48788587,27.70569426,0.030556794,0.035241591,0.530407893
0500000US02122,2122,Kenai Peninsula Borough, Alaska,57637,0.914659668,44.58247306,13.91814286,8.550063327,9.488696497,7.118691119,5.506879262,31.63592831,8.485868453,4.193486823,0.267189479,64891,7.1,16.8,20.7,18,26.5,4.5,6.629422073,25.33789059,16.75312733,0.030556794,0.035241591,0.512242819
0500000US02130,2130,Ketchikan Gateway Borough, Alaska,13715,0.948707019,49.74115931,14.9835946,8.363106088,13.51804594,6.124681006,6.751731681,32.37331389,13.08786001,3.842508203,0.437477215,64162,7.5,16.4,21.9,19.4,27.1,4.3,7.327743347,25.37367845,16.86474663,0.030556794,0.035241591,0.5
0500000US02150,2150,Kodiak Island Borough, Alaska,13918,0.896702099,52.25607127,14.28366145,10.38223883,10.37505389,5.50366432,11.71145279,32.40408105,14.25492168,5.489294439,0.107774105,73068,6.2,18.6,26.2,19,20.5,2.5,7.378933755,21.26023854,16.144561,0.030556794,0.035241591,0.53030303
0500000US02158,2158,Kusilvak Census Area, Alaska,7993,0.876731627,26.9736019,7.919429501,6.192918804,5.980232704,3.740773177,3.140247717,11.17227574,15.50106343,0.237707994,0.062554735,38160,33.1,27.7,27.4,14.5,11.9,1.9,14.32503441,31.64018516,2.302014262,0.030556794,0.035241591,0.307692308
0500000US02164,2164,Lake and Peninsula Borough, Alaska,1411,0.959722222,43.79872431,14.3869596,8.788093551,6.094968108,7.654145996,6.874557052,18.49751949,22.39546421,2.622253721,0.283486889,43864,15.2,22.9,23.4,16,24.9,2.3,10.70163005,29.69525159,7.937632884,0.030556794,0.035241591,0.420035149
0500000US02170,2170,Matanuska-Susitna Borough, Alaska,98679,0.916283134,42.58758196,14.01007307,7.352121525,9.194458801,7.625735972,4.405192594,30.19082074,8.876255333,3.449568804,0.070937079,73908,6.4,20.1,22.8,19.7,22.1,3,6.584987687,24.28885578,13.31083615,0.030556794,0.035241591,0.520342934
0500000US02180,2180,Nome Census Area, Alaska,9879,0.858002633,36.32958801,12.35955056,8.543374836,8.158720518,3.876910618,3.391031481,18.50389716,15.8315619,1.89290414,0.10122482,51563,21.9,23.9,25.4,16.5,17.8,2,10.5375038,29.47666768,7.763943719,0.030556794,0.035241591,0.355484388
0500000US02185,2185,North Slope Borough, Alaska,9681,0.583415113,55.70705506,15.49426712,9.20359467,9.503150501,12.56068588,8.945356885,40.68794546,14.46131598,0.537134594,0.020659023,72027,11.8,17.6,26.4,19.8,21,1.4,9.089970044,29.52174362,9.534139035,0.030556794,0.035241591,0.526430843
0500000US02188,2188,Northwest Arctic Borough, Alaska,7723,0.84716575,33.17363719,11.43338081,6.797876473,7.005049851,4.001035867,3.936294186,17.38961543,15.17544995,0.556778454,0.051793345,61341,20.6,24.4,27.7,15.4,15,2.7,14.38560145,30.3120549,5.865596271,0.030556794,0.035241591,0.364860316
0500000US02195,2195,Petersburg Borough, Alaska,3196,0.86682243,51.06382979,14.73717146,6.226533166,8.385481852,13.26658323,8.448060075,32.38423029,13.89236546,4.787234043,0,63940,6.7,15.9,20.2,20.5,24.2,4.9,6.75844806,28.09762203,16.80225282,0.030556794,0.035241591,0.500702247
0500000US02198,2198,Prince of Wales-Hyder Census Area, Alaska,6374,0.850754936,43.64606213,11.6724192,7.703169125,8.424850957,8.079698776,7.765924067,21.87009727,17.06934421,4.581110762,0.125509884,51887,9.8,17.7,19.8,18.8,27.7,3.3,7.734546596,30.93818638,10.98211484,0.030556794,0.035241591,0.432160804
